Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,HL_Spread,OC_Spread,Log_Return
2019-01-25,98.72,97.56,97.09,97.4,4383973,DEMO,-0.01337115072933548,0.46999999999999886,-1.3199999999999932,-0.013461349508588252
2019-01-28,97.4,95.57,94.78,95.37,6810786,DEMO,-0.0208418891170431,0.789999999999992,-2.030000000000001,-0.021062147057668366
2019-01-29,95.37,97.75,97.46,97.49,5125903,DEMO,0.02222921254063115,0.29000000000000625,2.1199999999999903,0.021985745050359055
2019-01-30,97.49,97.47,97.06,97.19,9821437,DEMO,-0.0030772386911477323,0.4099999999999966,-0.29999999999999716,-0.0030819831258008475
2019-01-31,97.19,97.33,96.66,97.32,5411054,DEMO,0.0013375861714166604,0.6700000000000017,0.12999999999999545,0.0013366923999424795
2019-02-01,97.32,96.29,94.65,95.27,5314896,DEMO,-0.021064529387587294,1.6400000000000006,-2.049999999999997,-0.021289552196633806
2019-02-04,95.27,95.34,93.09,94.52,1234000,DEMO,-0.007872362758475915,2.25,-0.75,-0.007903513399980924
2019-02-05,94.52,94.91,94.62,94.71,9710745,DEMO,0.0020101565806178723,0.28999999999999204,0.18999999999999773,0.0020081389193029016
2019-02-06,94.71,93.12,92.26,93.1,8942992,DEMO,-0.016999260901699897,0.8599999999999994,-1.6099999999999994,-0.017145406954988562
2019-02-07,93.1,93.71,93.07,93.65,8144013,DEMO,0.005907626208378147,0.6400000000000006,0.5500000000000114,0.0058902446070761925
2019-02-08,93.65,93.12,92.74,92.84,5573957,DEMO,-0.008649225840897001,0.38000000000000966,-0.8100000000000023,-0.008686847483861275
2019-02-11,92.84,92.93,92.23,92.46,9955118,DEMO,-0.004093063334769553,0.7000000000000028,-0.38000000000000966,-0.004101462846156965
2019-02-12,92.46,91.77,91.28,91.65,1708092,DEMO,-0.008760545100583883,0.4899999999999949,-0.8099999999999881,-0.008799144274365208
2019-02-13,91.65,95.01,93.77,94.23,8724826,DEMO,0.02815057283142397,1.240000000000009,2.5799999999999983,0.027761627932950922
2019-02-14,94.23,94.42,94.01,94.23,2097996,DEMO,0.0,0.4099999999999966,0.0,0.0
2019-02-15,94.23,93.07,92.53,92.77,9988400,DEMO,-0.015494004032686082,0.539999999999992,-1.460000000000008,-0.015615290553484837
2019-02-18,92.77,94.17,93.44,93.94,5817911,DEMO,0.01261183572275515,0.730000000000004,1.1700000000000017,0.012532968933668853
2019-02-19,93.94,92.97,90.98,92.25,5858939,DEMO,-0.01799020651479666,1.9899999999999949,-1.6899999999999977,-0.01815399767821245
2019-02-20,92.25,93.13,92.38,92.56,7254597,DEMO,0.0033604336043360217,0.75,0.3100000000000023,0.003354799964784545
2019-02-21,92.56,90.53,89.64,89.87,1668629,DEMO,-0.029062229904926462,0.8900000000000006,-2.6899999999999977,-0.029492901215139002
2019-02-22,89.87,88.21,88.1,88.11,2171248,DEMO,-0.019583843329253448,0.10999999999999943,-1.7600000000000051,-0.019778147791643746
2019-02-25,88.11,88.86,87.61,88.39,2383640,DEMO,0.003177845874475116,1.25,0.28000000000000114,0.0031728071942182193
2019-02-26,88.39,90.15,89.09,89.4,1513953,DEMO,0.011426631971942491,1.0600000000000023,1.0100000000000051,0.011361841106611833
2019-02-27,89.4,89.86,89.47,89.66,7051865,DEMO,0.002908277404921611,0.39000000000000057,0.2599999999999909,0.00290405654782489
2019-02-28,89.66,90.01,89.29,89.53,7434323,DEMO,-0.0014499219272807728,0.7199999999999989,-0.12999999999999545,-0.0014509740812287436
2019-03-01,89.53,89.17,89.08,89.15,5563653,DEMO,-0.004244387356193369,0.09000000000000341,-0.37999999999999545,-0.004253420336915126
2019-03-04,89.15,87.28,86.84,87.2,8801402,DEMO,-0.02187324733595064,0.4399999999999977,-1.9500000000000028,-0.022116013394215466
2019-03-05,87.2,86.67,85.8,86.28,1685503,DEMO,-0.010550458715596345,0.8700000000000045,-0.9200000000000017,-0.01060650939397833
2019-03-06,86.28,85.99,85.71,85.71,9811249,DEMO,-0.006606397774687189,0.28000000000000114,-0.5700000000000074,-0.00662831661016436
2019-03-07,85.71,87.79,87.1,87.1,1337283,DEMO,0.0162174775405437,0.6900000000000119,1.3900000000000006,0.016087378947665723
2019-03-08,87.1,88.22,87.43,87.57,5777421,DEMO,0.0053960964408725776,0.789999999999992,0.46999999999999886,0.005381589675675982
2019-03-11,87.57,85.87,85.22,85.28,9779788,DEMO,-0.026150508164896613,0.6500000000000057,-2.289999999999992,-0.026498513116598624
2019-03-12,85.28,85.99,85.37,85.72,6696390,DEMO,0.0051594746716696616,0.6199999999999903,0.4399999999999977,0.0051462101878417274
2019-03-13,85.72,85.42,84.89,85.26,4699243,DEMO,-0.005366308912739037,0.5300000000000011,-0.45999999999999375,-0.005380759268311885
2019-03-14,85.26,84.62,84.14,84.42,3497934,DEMO,-0.009852216748768461,0.480000000000004,-0.8400000000000034,-0.00990107098271157
2019-03-15,84.42,85.33,85.09,85.22,1578110,DEMO,0.009476427386875041,0.23999999999999488,0.7999999999999972,0.00943180771741318
2019-03-18,85.22,86.8,85.98,86.56,5218346,DEMO,0.015724008448720905,0.8199999999999932,1.3400000000000034,0.015601667026405365
2019-03-19,86.56,88.09,87.43,87.79,5602606,DEMO,0.014209796672828068,0.6599999999999966,1.230000000000004,0.014109783839945956
2019-03-20,87.79,86.73,86.51,86.72,7964203,DEMO,-0.01218817632987823,0.21999999999999886,-1.0700000000000074,-0.01226306124678141
2019-03-21,86.72,86.85,85.96,86.34,9284578,DEMO,-0.004381918819188146,0.8900000000000006,-0.37999999999999545,-0.0043915475640045835
2019-03-22,86.34,87.03,86.68,86.79,5343699,DEMO,0.00521195274496189,0.3499999999999943,0.45000000000000284,0.0051984175288220785
2019-03-25,86.79,88.25,88.0,88.09,8153314,DEMO,0.014978684180205093,0.25,1.2999999999999972,0.014867611465550894
2019-03-26,88.09,87.82,87.11,87.48,4710879,DEMO,-0.006924736065387682,0.7099999999999937,-0.6099999999999994,-0.006948823313137233
2019-03-27,87.48,88.51,87.21,87.27,7926767,DEMO,-0.0024005486968451395,1.3000000000000114,-0.21000000000000796,-0.0024034346333472816
2019-03-28,87.27,86.34,85.68,85.84,3906492,DEMO,-0.016385928726939336,0.6599999999999966,-1.4299999999999926,-0.016521662852776876
2019-03-29,85.84,85.06,84.29,84.33,4534150,DEMO,-0.017590866728797838,0.769999999999996,-1.5100000000000051,-0.017747424735892907
2019-04-01,84.33,85.54,85.27,85.38,7142314,DEMO,0.01245108502312342,0.27000000000001023,1.0499999999999972,0.012374207743265777
2019-04-02,85.38,87.63,86.89,87.14,6686321,DEMO,0.02061372686811902,0.7399999999999949,1.7600000000000051,0.020404139359480076
2019-04-03,87.14,87.64,86.02,87.08,2741888,DEMO,-0.0006885471654808351,1.6200000000000045,-0.060000000000002274,-0.0006887843229493647
2019-04-04,87.08,88.93,88.35,88.41,1122019,DEMO,0.015273311897106012,0.5800000000000125,1.3299999999999983,0.01515784905136626
2019-04-05,88.41,89.13,88.29,88.92,2765317,DEMO,0.00576857821513399,0.8399999999999892,0.5100000000000051,0.005752003678282739
2019-04-08,88.92,88.24,87.68,88.09,1179001,DEMO,-0.009334233018443494,0.5599999999999881,-0.8299999999999983,-0.009378069974291466
2019-04-09,88.09,88.61,88.16,88.59,9202637,DEMO,0.0056760131683506465,0.45000000000000284,0.5,0.005659965302236775
2019-04-10,88.59,90.88,90.1,90.66,4245988,DEMO,0.023366068405011875,0.7800000000000011,2.069999999999993,0.02309726108876223
2019-04-11,90.66,90.67,90.6,90.64,4127022,DEMO,-0.00022060445620997182,0.07000000000000739,-0.01999999999999602,-0.00022062879295228335
2019-04-12,90.64,93.39,92.7,92.79,9982339,DEMO,0.023720211827007898,0.6899999999999977,2.1500000000000057,0.02344325864533702
2019-04-15,92.79,89.62,88.9,89.17,8045927,DEMO,-0.039012824657829515,0.7199999999999989,-3.6200000000000045,-0.03979421521829988
2019-04-16,89.17,90.52,90.16,90.3,3416826,DEMO,0.012672423460805105,0.35999999999999943,1.1299999999999955,0.012592800276151566
2019-04-17,90.3,91.15,90.17,90.45,8780047,DEMO,0.0016611295681063787,0.980000000000004,0.15000000000000568,0.0016597514183644708
2019-04-18,90.45,90.26,89.53,90.07,5290447,DEMO,-0.0042012161415148075,0.730000000000004,-0.38000000000000966,-0.00421006604565284
2019-04-19,90.07,90.9,90.16,90.22,1144771,DEMO,0.001665371377817415,0.7400000000000091,0.15000000000000568,0.0016639861845985718
2019-04-22,90.22,87.93,87.36,87.56,6214636,DEMO,-0.029483484814896932,0.5700000000000074,-2.6599999999999966,-0.029926859325587692
2019-04-23,87.56,87.45,87.29,87.29,6749593,DEMO,-0.0030835998172681345,0.1599999999999966,-0.269999999999996,-0.0030883639074037778
2019-04-24,87.29,87.94,87.52,87.79,2008923,DEMO,0.0057280329934701335,0.4200000000000017,0.5,0.005711690190859078
2019-04-25,87.79,89.9,89.11,89.76,2820908,DEMO,0.022439913429775693,0.7900000000000063,1.9699999999999989,0.0221918428362689
2019-04-26,89.76,90.01,88.07,89.09,9499970,DEMO,-0.007464349376114066,1.940000000000012,-0.6700000000000017,-0.007492347041833758
2019-04-29,89.09,88.2,87.79,88.04,4916533,DEMO,-0.01178583454933213,0.4099999999999966,-1.0499999999999972,-0.011855838074291488
2019-04-30,88.04,87.59,86.87,87.4,6533831,DEMO,-0.007269422989550245,0.7199999999999989,-0.6400000000000006,-0.007295973996771183
2019-05-01,87.4,89.08,88.4,88.63,5370602,DEMO,0.014073226544622397,0.6799999999999926,1.2299999999999898,0.013975118088816785
2019-05-02,88.63,89.2,89.02,89.09,3680990,DEMO,0.005190116213471763,0.18000000000000682,0.46000000000000796,0.005176693982245847
2019-05-03,89.09,88.52,88.21,88.41,5667592,DEMO,-0.007632730946234179,0.3100000000000023,-0.6800000000000068,-0.0076620093148393985
2019-05-06,88.41,89.2,88.47,89.11,3362854,DEMO,0.007917656373713333,0.730000000000004,0.7000000000000028,0.007886476206915363
2019-05-07,89.11,89.3,89.13,89.27,8284268,DEMO,0.0017955336101447283,0.1700000000000017,0.1599999999999966,0.0017939235666422015
2019-05-08,89.27,90.61,90.46,90.6,3409409,DEMO,0.014898622157499597,0.15000000000000568,1.3299999999999983,0.01478872785766283
2019-05-09,90.6,89.99,89.39,89.67,4050999,DEMO,-0.010264900662251608,0.5999999999999943,-0.9299999999999926,-0.010317948084977416
2019-05-10,89.67,89.28,88.75,89.25,4051622,DEMO,-0.004683840749414525,0.5300000000000011,-0.4200000000000017,-0.004694844304207729
2019-05-13,89.25,89.08,88.3,88.76,1775292,DEMO,-0.005490196078431264,0.7800000000000011,-0.4899999999999949,-0.005505322595355179
2019-05-14,88.76,86.87,86.8,86.83,4927352,DEMO,-0.021744028841820695,0.07000000000000739,-1.9300000000000068,-0.021983913991839434
2019-05-15,86.83,87.28,86.95,87.25,3333647,DEMO,0.004837037890130125,0.3299999999999983,0.4200000000000017,0.004825377009982739
2019-05-16,87.25,88.49,87.14,87.61,4723234,DEMO,0.004126074498567389,1.3499999999999943,0.35999999999999943,0.004117585595735961
2019-05-17,87.61,88.05,86.97,87.65,7572829,DEMO,0.0004565688848305882,1.0799999999999983,0.04000000000000625,0.00045646468897114236
2019-05-20,87.65,87.52,87.01,87.37,1189073,DEMO,-0.00319452367370221,0.5099999999999909,-0.28000000000000114,-0.0031996370572402568
2019-05-21,87.37,85.96,85.38,85.54,1359281,DEMO,-0.020945404601121598,0.5799999999999983,-1.8299999999999983,-0.021167871511240593
2019-05-22,85.54,86.25,84.64,85.02,8115972,DEMO,-0.006079027355623268,1.6099999999999994,-0.5200000000000102,-0.006097579868118669
2019-05-23,85.02,85.49,84.24,84.61,5414011,DEMO,-0.004822394730651602,1.25,-0.4099999999999966,-0.004834059994234541
2019-05-24,84.61,83.68,83.15,83.62,2085610,DEMO,-0.011700744592837653,0.5300000000000011,-0.9899999999999949,-0.01176973700799049
2019-05-27,83.62,83.9,82.94,83.44,9181932,DEMO,-0.0021525950729491816,0.960000000000008,-0.18000000000000682,-0.0021549152359020747
2019-05-28,83.44,84.41,83.28,83.97,8752342,DEMO,0.006351869606903149,1.1299999999999955,0.5300000000000011,0.006331781502954819
2019-05-29,83.97,86.64,85.98,86.37,4858884,DEMO,0.02858163629867816,0.6599999999999966,2.4000000000000057,0.028180801096722413
2019-05-30,86.37,87.08,86.35,86.62,2059165,DEMO,0.0028945235614217246,0.730000000000004,0.25,0.002890342494286351
2019-05-31,86.62,87.26,86.84,86.99,6300101,DEMO,0.004271530824289993,0.4200000000000017,0.36999999999999034,0.004262433732968768
2019-06-03,86.99,87.75,86.65,86.91,8595959,DEMO,-0.0009196459363145504,1.0999999999999943,-0.0799999999999983,-0.0009200690700806971
2019-06-04,86.91,84.52,84.21,84.44,4933817,DEMO,-0.02842020480957308,0.3100000000000023,-2.469999999999999,-0.02883187746924882
2019-06-05,84.44,84.52,84.36,84.43,7932973,DEMO,-0.00011842728564648297,0.1599999999999966,-0.009999999999990905,-0.00011843429871117338
2019-06-06,84.43,84.9,84.51,84.53,1576515,DEMO,0.001184413123297423,0.39000000000000057,0.09999999999999432,0.0011837122594277592
2019-06-07,84.53,87.9,87.24,87.68,5287382,DEMO,0.03726487637525144,0.6600000000000108,3.1500000000000057,0.036587322258869154
2019-06-10,87.68,87.52,87.13,87.45,3050053,DEMO,-0.002623175182481785,0.39000000000000057,-0.23000000000000398,-0.002626621735094361
2019-06-11,87.45,88.04,87.65,87.88,6021983,DEMO,0.004917095483133238,0.39000000000000057,0.4299999999999926,0.004905046051798402
2019-06-12,87.88,88.91,87.76,87.86,1759401,DEMO,-0.00022758306781966997,1.1499999999999915,-0.01999999999999602,-0.00022760896877586966
2019-06-13,87.86,86.37,85.91,86.34,2985681,DEMO,-0.017300250398361028,0.46000000000000796,-1.519999999999996,-0.017451648420302054
2019-06-14,86.34,87.94,86.72,87.85,3561913,DEMO,0.017488996988649363,1.2199999999999989,1.509999999999991,0.01733782450577459
2019-06-17,87.85,89.33,88.78,88.87,5067784,DEMO,0.011610700056915224,0.5499999999999972,1.0200000000000102,0.011543813117277665
2019-06-18,88.87,90.44,88.86,89.95,2549317,DEMO,0.012152582423764935,1.5799999999999983,1.0799999999999983,0.01207933264615816
2019-06-19,89.95,89.27,88.4,88.75,5262511,DEMO,-0.01334074485825465,0.8699999999999903,-1.2000000000000028,-0.013430532041016997
2019-06-20,88.75,90.93,90.63,90.64,7625655,DEMO,0.021295774647887233,0.30000000000001137,1.8900000000000006,0.02107218836422561
2019-06-21,90.64,89.27,88.65,88.76,1888698,DEMO,-0.020741394527802215,0.6199999999999903,-1.8799999999999955,-0.020959518655357622
2019-06-24,88.76,90.3,89.56,89.57,4486142,DEMO,0.009125732311852097,0.7399999999999949,0.8099999999999881,0.00908434442271068
2019-06-25,89.57,93.07,92.29,92.54,2559657,DEMO,0.03315842357932364,0.7799999999999869,2.970000000000013,0.03262054099174979
2019-06-26,92.54,91.33,90.65,91.19,9196906,DEMO,-0.014588286146531293,0.6799999999999926,-1.3500000000000085,-0.014695741533279447
2019-06-27,91.19,90.79,89.94,90.45,8697808,DEMO,-0.008114924882114183,0.8500000000000085,-0.7399999999999949,-0.008148030104269925
2019-06-28,90.45,90.64,90.28,90.61,6938271,DEMO,0.0017689331122165974,0.35999999999999943,0.1599999999999966,0.001767370392665015
2019-07-01,90.61,90.1,89.63,89.95,4880323,DEMO,-0.0072839642423573325,0.46999999999999886,-0.6599999999999966,-0.007310621837427119
2019-07-02,89.95,88.03,87.69,87.89,1545726,DEMO,-0.022901612006670402,0.3400000000000034,-2.0600000000000023,-0.023167927819988297
2019-07-03,87.89,88.19,87.99,88.0,3680259,DEMO,0.0012515644555695093,0.20000000000000284,0.10999999999999943,0.0012507819016526766
2019-07-04,88.0,87.33,86.34,86.63,8766824,DEMO,-0.01556818181818187,0.9899999999999949,-1.3700000000000045,-0.015690638576157597
2019-07-05,86.63,87.47,87.01,87.27,9830852,DEMO,0.007387740967332412,0.45999999999999375,0.6400000000000006,0.0073605852731711075
2019-07-08,87.27,86.2,85.94,86.09,8399839,DEMO,-0.013521255872579241,0.2600000000000051,-1.1799999999999926,-0.013613500505356582
2019-07-09,86.09,88.54,87.87,88.12,1490999,DEMO,0.023579974445347984,0.6700000000000017,2.030000000000001,0.0233062612642792
2019-07-10,88.12,87.63,87.06,87.11,4189189,DEMO,-0.011461643213799388,0.5699999999999932,-1.0100000000000051,-0.011527834103341756
2019-07-11,87.11,87.25,86.04,86.71,7200853,DEMO,-0.004591895304787097,1.2099999999999937,-0.4000000000000057,-0.0046024704417316036
2019-07-12,86.71,88.06,87.25,87.8,8622611,DEMO,0.012570637758044123,0.8100000000000023,1.0900000000000034,0.012492283252001957
2019-07-15,87.8,86.51,85.57,86.2,9796015,DEMO,-0.018223234624145768,0.9400000000000119,-1.5999999999999943,-0.018391322971423544
2019-07-16,86.2,86.65,86.45,86.52,2303306,DEMO,0.003712296983758634,0.20000000000000284,0.3199999999999932,0.0037054234152105385
2019-07-17,86.52,88.85,88.22,88.25,6489612,DEMO,0.019995376791493324,0.6299999999999955,1.730000000000004,0.019798094728548158
2019-07-18,88.25,86.21,86.07,86.14,9809210,DEMO,-0.02390934844192638,0.14000000000000057,-2.1099999999999994,-0.024199816187441665
2019-07-19,86.14,86.46,86.3,86.41,7567304,DEMO,0.003134432319479963,0.1599999999999966,0.269999999999996,0.0031295302273434424
2019-07-22,86.41,86.85,86.68,86.77,9445243,DEMO,0.0041661844693900996,0.1699999999999875,0.35999999999999943,0.004157529952090406
2019-07-23,86.77,87.82,87.16,87.82,3343136,DEMO,0.012100956551803543,0.6599999999999966,1.0499999999999972,0.012028325328172973
2019-07-24,87.82,86.69,85.52,86.21,6568017,DEMO,-0.018332953769073068,1.1700000000000017,-1.6099999999999994,-0.01850308491173771
2019-07-25,86.21,85.14,84.18,84.53,5422888,DEMO,-0.019487298457255497,0.9599999999999937,-1.6799999999999926,-0.0196796792809973
2019-07-26,84.53,85.9,85.17,85.22,7424342,DEMO,0.008162782444102623,0.730000000000004,0.6899999999999977,0.008129647130929613
2019-07-29,85.22,85.99,84.92,85.62,8128146,DEMO,0.0046937338652899285,1.0699999999999932,0.4000000000000057,0.004682752645034165
2019-07-30,85.62,86.4,85.9,85.97,2720444,DEMO,0.004087829946274102,0.5,0.3499999999999943,0.004079497469552528
2019-07-31,85.97,87.37,85.73,86.44,1085166,DEMO,0.005467023380248959,1.6400000000000006,0.46999999999999886,0.0054521334523325495
2019-08-01,86.44,85.86,85.58,85.59,9074308,DEMO,-0.009833410458121139,0.28000000000000114,-0.8499999999999943,-0.009882077745166803
2019-08-02,85.59,86.48,85.81,85.91,4443571,DEMO,0.003738754527397914,0.6700000000000017,0.3199999999999932,0.003731782756446675
2019-08-05,85.91,87.02,85.77,86.31,1297883,DEMO,0.004656035385868895,1.25,0.4000000000000057,0.004645229581601056
2019-08-06,86.31,85.85,85.15,85.42,7850529,DEMO,-0.010311667245973877,0.6999999999999886,-0.8900000000000006,-0.01036520081824586
2019-08-07,85.42,88.13,87.67,87.83,1756079,DEMO,0.028213533130414303,0.45999999999999375,2.4099999999999966,0.027822862515705475
2019-08-08,87.83,89.48,88.34,88.48,4633646,DEMO,0.007400660366617462,1.1400000000000006,0.6500000000000057,0.007373409844998772
2019-08-09,88.48,87.35,86.37,86.93,2443401,DEMO,-0.017518083182640143,0.9799999999999898,-1.5499999999999972,-0.0176733406830517
2019-08-12,86.93,87.95,87.57,87.81,7770153,DEMO,0.010123087541700215,0.38000000000000966,0.8799999999999955,0.010072192280931204
2019-08-13,87.81,87.63,86.07,86.55,4011165,DEMO,-0.014349162965493711,1.5600000000000023,-1.2600000000000051,-0.014453107749685945
2019-08-14,86.55,88.6,87.49,87.6,2186430,DEMO,0.0121317157712304,1.1099999999999994,1.0499999999999972,0.012058716320127394
2019-08-15,87.6,89.77,88.93,89.15,5155304,DEMO,0.01769406392694073,0.8399999999999892,1.5500000000000114,0.017539346366803748
2019-08-16,89.15,88.8,87.58,88.08,7915096,DEMO,-0.012002243409983238,1.2199999999999989,-1.0700000000000074,-0.012074851894724955
2019-08-19,88.08,89.83,88.67,89.38,7710605,DEMO,0.014759309718437752,1.1599999999999966,1.2999999999999972,0.01465145109088089
2019-08-20,89.38,91.06,89.5,89.96,4809395,DEMO,0.006489147460281952,1.5600000000000023,0.5799999999999983,0.006468183585809498
2019-08-21,89.96,91.72,90.72,91.09,3659786,DEMO,0.012561138283681661,1.0,1.1300000000000097,0.012482901665603565
2019-08-22,91.09,93.98,93.12,93.71,2160714,DEMO,0.028762762103414108,0.8599999999999994,2.6199999999999903,0.028356878379013684
2019-08-23,93.71,93.67,93.29,93.4,9701524,DEMO,-0.0033080781133282278,0.37999999999999545,-0.30999999999998806,-0.003313561900935191
2019-08-26,93.4,92.76,92.15,92.37,9737452,DEMO,-0.011027837259100615,0.6099999999999994,-1.0300000000000011,-0.011089094630278212
2019-08-27,92.37,91.51,90.71,91.16,5322751,DEMO,-0.013099491176789102,0.8000000000000114,-1.210000000000008,-0.013186046227035291
2019-08-28,91.16,90.2,90.04,90.08,6248575,DEMO,-0.0118473014480035,0.1599999999999966,-1.0799999999999983,-0.011918039986103246
2019-08-29,90.08,90.05,89.85,90.0,2612033,DEMO,-0.000888099467140302,0.20000000000000284,-0.0799999999999983,-0.000888494061115167
2019-08-30,90.0,90.51,90.42,90.49,3931531,DEMO,0.005444444444444363,0.09000000000000341,0.4899999999999949,0.005429677032776726
2019-09-02,90.49,91.23,90.51,90.89,4324024,DEMO,0.004420377942314202,0.7199999999999989,0.4000000000000057,0.004410636767637282
2019-09-03,90.89,92.17,91.08,92.04,8123753,DEMO,0.01265265705798213,1.0900000000000034,1.1500000000000057,0.012573281036486063
2019-09-04,92.04,92.87,91.35,92.09,5875217,DEMO,0.0005432420686657391,1.5200000000000102,0.04999999999999716,0.0005430945661104662
2019-09-05,92.09,94.17,94.04,94.12,2414474,DEMO,0.022043652948202874,0.12999999999999545,2.030000000000001,0.021804204125886108
2019-09-06,94.12,94.24,92.83,93.78,9741647,DEMO,-0.003612409689757845,1.4099999999999966,-0.3400000000000034,-0.0036189501977215805
2019-09-09,93.78,98.17,97.63,97.63,9050418,DEMO,0.04105352953721475,0.5400000000000063,3.8499999999999943,0.040233209576139864
2019-09-10,97.63,98.67,98.49,98.58,6620724,DEMO,0.009730615589470526,0.18000000000000682,0.9500000000000028,0.009683578039651676
2019-09-11,98.58,98.02,97.17,97.34,3957498,DEMO,-0.012578616352201255,0.8499999999999943,-1.2399999999999949,-0.012658396871923465
2019-09-12,97.34,96.25,95.72,95.81,6244761,DEMO,-0.015718101499897275,0.5300000000000011,-1.5300000000000011,-0.01584294074252628
2019-09-13,95.81,97.29,95.87,96.53,7199951,DEMO,0.007514873186514892,1.4200000000000017,0.7199999999999989,0.007486777197741692
2019-09-16,96.53,96.71,95.17,96.23,2569720,DEMO,-0.0031078421216201857,1.539999999999992,-0.29999999999999716,-0.0031126814922142476
2019-09-17,96.23,97.75,96.55,97.29,6181930,DEMO,0.011015275901486099,1.2000000000000028,1.0600000000000023,0.010955049619026902
2019-09-18,97.29,98.5,97.32,98.01,8496110,DEMO,0.007400555041628065,1.1800000000000068,0.7199999999999989,0.0073733052937521365
2019-09-19,98.01,98.05,97.81,97.94,8643374,DEMO,-0.0007142128354250543,0.23999999999999488,-0.07000000000000739,-0.000714468006917268
2019-09-20,97.94,96.99,96.51,96.72,6134639,DEMO,-0.012456606085358368,0.47999999999998977,-1.2199999999999989,-0.012534839967634067
2019-09-23,96.72,95.01,94.27,94.55,4571387,DEMO,-0.022435897435897467,0.7400000000000091,-2.1700000000000017,-0.022691411202070765
2019-09-24,94.55,94.0,93.2,93.95,5914150,DEMO,-0.0063458487572711775,0.7999999999999972,-0.5999999999999943,-0.006366069244992071
2019-09-25,93.95,95.82,94.96,95.18,6282433,DEMO,0.013092070250133148,0.8599999999999994,1.230000000000004,0.013007109833490176
2019-09-26,95.18,95.8,94.55,95.52,8738170,DEMO,0.0035721790292078115,1.25,0.3399999999999892,0.003565813951327551
2019-09-27,95.52,93.91,93.12,93.76,1909210,DEMO,-0.018425460636515845,0.789999999999992,-1.759999999999991,-0.0185973238155894
2019-09-30,93.76,94.78,93.94,94.03,9421374,DEMO,0.0028796928327645688,0.8400000000000034,0.269999999999996,0.0028755544602831144
2019-10-01,94.03,94.81,94.29,94.6,7240327,DEMO,0.006061895139849005,0.519999999999996,0.5699999999999932,0.006043595768847078
2019-10-02,94.6,93.39,93.18,93.38,9158470,DEMO,-0.01289640591966168,0.20999999999999375,-1.2199999999999989,-0.012980286515041574
2019-10-03,93.38,93.88,93.61,93.62,7289270,DEMO,0.0025701434996787675,0.269999999999996,0.2400000000000091,0.002566846329133587
2019-10-04,93.62,93.84,93.43,93.73,2460235,DEMO,0.0011749626148258585,0.4099999999999966,0.10999999999999943,0.0011742728864698945
2019-10-07,93.73,92.78,91.93,92.15,2458316,DEMO,-0.01685692947828865,0.8499999999999943,-1.5799999999999983,-0.017000624642562103
2019-10-08,92.15,92.73,91.84,92.68,2427197,DEMO,0.005751492132392899,0.8900000000000006,0.5300000000000011,0.005735015448343229
